anchor,positive
"Let Σ = {1,2,3,4}. For x ∈ Σ*, let prod(x) be the product of symbols in x modulo 7. We take prod(ε) = 1, where ε is the null string.
For example, prod(124) = (1 × 2 × 4) mod 7 = 1.
Define L = {x ∈ Σ* | prod(x) = 2}.
The number of states in a minimum state DFA for L is ______. (Answer in integer)",CS - Theory of Computation: Finite Automata - DFA Construction and Minimization
"An application executes 6.4 × 10⁸ number of instructions in 6.3 seconds. There are four types of instructions, the details of which are given in the table. The duration of a clock cycle in nanoseconds is ______. (rounded off to one decimal place)
[Table with Instruction type, CPI, and Number of instructions executed]",CS - Computer Organization and Architecture: Performance Evaluation - CPI and Clock Cycle Time
"Consider the following C program:
#include <stdio.h>
int main(){
  int a;
  int arr[5] = {30,50,10};
  int *ptr;
  ptr = &arr[0] + 1;
  a = *ptr;
  (*ptr)++;
  ptr++;
  printf(""%d"", a + (*ptr) + arr[1]);
}
The output of the above program is ______. (Answer in integer)",CS - Programming and Data Structures: Programming in C - Pointers and Array Arithmetic
"Consider the following C program:
#include <stdio.h>
int g(int n) {
  return (n+10);
}
int f(int n) {
  return g(n*2);
}
int main() {
  int sum, n;
  sum=0;
  for (n=1; n<3; n++)
    sum += g(f(n));
  printf (""%d"", sum);
  return 0;
}
The output of the given C program is ______. (Answer in integer)",CS - Programming and Data Structures: Programming in C - Function Calls and Loops
"A quadratic polynomial (x-α)(x-β) over complex numbers is said to be square invariant if (x-α)(x-β) = (x-α²)(x-β²). Suppose from the set of all square invariant quadratic polynomials we choose one at random.
The probability that the roots of the chosen polynomial are equal is ______. (rounded off to one decimal place)",CS - Engineering Mathematics: Probability and Algebra - Complex Numbers
"The unit interval (0,1) is divided at a point chosen uniformly distributed over (0,1) in R into two disjoint subintervals.
The expected length of the subinterval that contains 0.4 is ______. (rounded off to two decimal places)",CS - Engineering Mathematics: Probability - Geometric Probability and Expectation
A binary operation ⊕ on a set of integers is defined as x ⊕ y = x² + y². Which one of the following statements is TRUE about ⊕?,CS - Engineering Mathematics: Discrete Mathematics - Group Theory / Algebraic Structures
"Suppose p is the number of cars per minute passing through a certain road junction between 5 PM and 6 PM, and p has a Poisson distribution with mean 3. What is the probability of observing fewer than 3 cars during any given minute in this interval?",CS - Engineering Mathematics: Probability and Statistics - Poisson Distribution
"Which one of the following does NOT equal the determinant of the matrix [ [1, x, x²], [1, y, y²], [1, z, z²] ] ?",CS - Engineering Mathematics: Linear Algebra - Determinants
The smallest integer that can be represented by an 8-bit number in 2's complement form is,CS - Digital Logic: Data Representation - 2's Complement
"In the following truth table, V = 1 if and only if the input is valid.
Inputs: [D0, D1, D2, D3], Outputs: [X0, X1, V]
[0, 0, 0, 0] -> [x, x, 0]
[1, 0, 0, 0] -> [0, 0, 1]
[x, 1, 0, 0] -> [0, 1, 1]
[x, x, 1, 0] -> [1, 0, 1]
[x, x, x, 1] -> [1, 1, 1]
What function does the truth table represent?",CS - Digital Logic: Combinational Circuits - Priority Encoder
Which one of the following is the tightest upper bound that represents the number of swaps required to sort n numbers using selection sort?,CS - Algorithms: Sorting - Selection Sort Complexity
Which one of the following is the tightest upper bound that represents the time complexity of inserting an object into a binary search tree of n nodes?,CS - Data Structures: Trees - Binary Search Tree Insertion Complexity
Consider the languages L₁ = Φ and L₂ = {a}. Which one of the following represents L₁ L₂* U L₁* ?,CS - Theory of Computation: Regular Languages - Language Operations
"What is the maximum number of reduce moves that can be taken by a bottom-up parser for a grammar with no epsilon- and unit-production (i.e., of type A → ε and A → a) to parse a string with n tokens?",CS - Compiler Design: Syntax Analysis - Bottom-up Parsing
A scheduling algorithm assigns priority proportional to the waiting time of a process. Every process starts with priority zero (the lowest priority). The scheduler re-evaluates the process priorities every T time units and decides the next process to schedule. Which one of the following is TRUE if the processes have no I/O operations and all arrive at time zero?,CS - Operating Systems: CPU Scheduling - Scheduling Algorithms
"Match the problem domains in GROUP I with the solution technologies in GROUP II.
GROUP I
(P) Service oriented computing
(Q) Heterogeneous communicating systems
(R) Information representation
(S) Process description
GROUP II
(1) Interoperability
(2) BPMN
(3) Publish-find-bind
(4) XML",CS - Computer Networks: Web Technologies - Service Oriented Architecture
"The transport layer protocols used for real time multimedia, file transfer, DNS and email, respectively are",CS - Computer Networks: Transport Layer - TCP/UDP Applications
"Using public key cryptography, X adds a digital signature σ to message M, encrypts <M, σ>, and sends it to Y, where it is decrypted. Which one of the following sequences of keys is used for the operations?",CS - Computer Networks: Network Security - Public Key Cryptography & Digital Signatures
Assume that source S and destination D are connected through two intermediate routers labeled R. Determine how many times each packet has to visit the network layer and the data link layer during a transmission from S to D.,CS - Computer Networks: OSI Model - Packet Forwarding
"An index is clustered, if",CS - Databases: Indexing - Clustered Index
"Three concurrent processes X, Y, and Z execute three different code segments that access and update certain shared variables. Process X executes the P operation (i.e., wait) on semaphores a, b and c; process Y executes the P operation on semaphores b, c and d; process Z executes the P operation on semaphores c, d, and a before entering the respective code segments. After completing the execution of its code segment, each process invokes the V operation (i.e., signal) on its three semaphores. All semaphores are binary semaphores initialized to one. Which one of the following represents a deadlock-free order of invoking the P operations by the processes?",CS - Operating Systems: Process Synchronization - Deadlock Avoidance
"Which of the following statements is/are FALSE?
1. For every non-deterministic Turing machine, there exists an equivalent deterministic Turing machine.
2. Turing recognizable languages are closed under union and complementation.
3. Turing decidable languages are closed under intersection and complementation.
4. Turing recognizable languages are closed under union and intersection.",CS - Theory of Computation: Turing Machines - Decidability and Closure Properties
"Which of the following statements are TRUE?
1. The problem of determining whether there exists a cycle in an undirected graph is in P.
2. The problem of determining whether there exists a cycle in an undirected graph is in NP.
3. If a problem A is NP-Complete, there exists a non-deterministic polynomial time algorithm to solve A.","CS - Theory of Computation: Complexity Theory - P, NP, NP-Complete"
What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete graph of n vertices?,CS - Algorithms: Graph Algorithms - Bellman-Ford Algorithm Complexity
"In a k-way set associative cache, the cache is divided into v sets, each of which consists of k lines. The lines of a set are placed in sequence one after another. The lines in set s are sequenced before the lines in set (s+1). The main memory blocks are numbered 0 onwards. The main memory block numbered j must be mapped to any one of the cache lines from",CS - Computer Organization and Architecture: Memory Hierarchy - Cache Mapping
Which one of the following expressions does NOT represent exclusive NOR of x and y?,CS - Digital Logic: Boolean Algebra - Logic Gates (XNOR)
Which one of the following functions is continuous at x = 3?,CS - Engineering Mathematics: Calculus - Continuity
"Function f is known at the following points:
x: [0, 0.3, 0.6, 0.9, 1.2, 1.5, 1.8, 2.1, 2.4, 2.7, 3.0]
f(x): [0, 0.09, 0.36, 0.81, 1.44, 2.25, 3.24, 4.41, 5.76, 7.29, 9.00]
The value of ∫f(x)dx from 0 to 3 computed using the trapezoidal rule is",CS - Engineering Mathematics: Numerical Methods - Trapezoidal Rule
Consider an undirected random graph of eight vertices. The probability that there is an edge between a pair of vertices is 1/2. What is the expected number of unordered cycles of length three?,CS - Engineering Mathematics: Discrete Mathematics - Random Graphs / Expected Value
"Which of the following statements is/are TRUE for undirected graphs?
P: Number of odd degree vertices is even.
Q: Sum of degrees of all vertices is even.",CS - Engineering Mathematics: Discrete Mathematics - Graph Properties (Handshaking Lemma)
